iter	Logloss
193	0.1310933652
194	0.1309864621
195	0.1306123884
196	0.1304980542
197	0.1304057501
198	0.1302946658
199	0.1301898858
200	0.1301628504
201	0.1299587858
202	0.1298588094
203	0.1296580916
204	0.1295357566
205	0.1294749016
206	0.1292772054
207	0.1290730604
208	0.1288982886
209	0.1287489081
210	0.1286358483
211	0.1285575745
212	0.1284181061
213	0.1283622622
214	0.1281875959
215	0.1279402821
216	0.1277600745
217	0.1276141294
218	0.1274595042
219	0.1273971083
220	0.127312512
221	0.1271581379
222	0.1269574863
223	0.1268797136
224	0.126716216
225	0.1265746017
226	0.126334019
227	0.1263000993
228	0.1262128534
229	0.1260969537
230	0.1260027833
231	0.1256975842
232	0.1255757338
233	0.1254696221
234	0.1252775178
235	0.1251149466
236	0.124998661
237	0.124853902
238	0.1247402138
239	0.1245606659
240	0.1244600201
241	0.1243958755
242	0.1242627288
243	0.1241522437
244	0.1239658189
245	0.1239232049
246	0.1237820055
247	0.1236000153
248	0.1234562054
249	0.1232996164
250	0.123201889
251	0.1230114837
252	0.1229221383
253	0.1227854271
254	0.1226239606
255	0.1225570746
256	0.1224710584
257	0.1223373029
258	0.1222506203
259	0.1221407204
260	0.1220858938
261	0.1220005423
262	0.1218885368
263	0.1217969303
264	0.1216148708
265	0.1213928556
266	0.1213481232
267	0.1211891414
268	0.121047467
269	0.1209727538
270	0.1208249635
271	0.1207095902
272	0.1206121632
273	0.1205084495
274	0.1203750665
275	0.1201936418
276	0.1200383889
277	0.1199411447
278	0.1198733361
279	0.1197206872
280	0.1196208301
281	0.1195648935
282	0.1194909801
283	0.1193700168
284	0.1192547557
285	0.1191973066
286	0.1191180592
287	0.119027501
288	0.118917618
289	0.118790583
290	0.1186271243
291	0.1185595638
292	0.118510228
293	0.1183514236
294	0.1181833398
295	0.1180840618
296	0.1179201839
297	0.1178037942
298	0.1176065107
299	0.1175016906
300	0.1174305034
301	0.1173592814
302	0.1173276067
303	0.1172627299
304	0.1172002402
305	0.1170476906
306	0.1169073289
307	0.1168668501
308	0.1167651369
309	0.1166233891
310	0.116487366
311	0.1164554027
312	0.1162455704
313	0.1161845455
314	0.1161662038
315	0.1160612696
316	0.1160135979
317	0.1158436647
318	0.1158083717
319	0.1157265706
320	0.1157077466
321	0.1156639074
322	0.1154884552
323	0.1154288551
324	0.1153885
325	0.1153147246
326	0.1152354483
327	0.1151823518
328	0.1151352427
329	0.1150405261
330	0.1149935422
331	0.1148976572
332	0.1148276308
333	0.1147989161
334	0.1147567129
335	0.1147083166
336	0.1146176266
337	0.1144318898
338	0.1142857077
339	0.1142278178
340	0.1141473303
341	0.1140319601
342	0.1139366851
343	0.1139065691
344	0.113861531
345	0.1137833218
346	0.1137462879
347	0.1136354337
348	0.1135825676
349	0.1135310921
350	0.1134567199
351	0.1133174985
352	0.1131851979
353	0.1130976447
354	0.1130689437
355	0.1129306237
356	0.1128684671
357	0.1128298652
358	0.1127602666
359	0.1126846863
360	0.1125553062
361	0.1124675046
362	0.1123626806
363	0.1122834185
364	0.1122362756
365	0.1121969439
366	0.112161182
367	0.1120105933
368	0.111964255
369	0.1119309448
370	0.1119021043
371	0.1118519792
372	0.1117765798
373	0.1117307471
374	0.1116572668
375	0.1116158311
376	0.1115921506
377	0.1115196599
378	0.1114504055
379	0.1114378813
380	0.1113759076
381	0.1113213085
382	0.1112561872
383	0.1111828484
384	0.1110996567
385	0.1110049981
386	0.1109602505
387	0.1109014113
388	0.1108805953
389	0.110858942
390	0.1108154251
391	0.1107651364
392	0.1107318933
393	0.1107090901
394	0.1106395304
395	0.1105871704
396	0.1105063326
397	0.1104765449
398	0.1104294243
399	0.1103759019
400	0.11025478
401	0.1102058934
402	0.1101696487
403	0.1101217734
404	0.1100559661
405	0.110043094
406	0.1100147848
407	0.1099505053
408	0.1098786135
409	0.1097777768
410	0.1097458716
411	0.1096713665
412	0.1096337574
413	0.1094935361
414	0.109432114
415	0.1093851046
416	0.1093371154
417	0.1092823624
418	0.1092392209
419	0.1092038563
420	0.1091770421
421	0.1091139477
422	0.1090664786
423	0.1090322539
424	0.1089882218
425	0.1089469304
426	0.1089092665
427	0.1088405392
428	0.1087464499
429	0.1087449895
430	0.1087076035
431	0.1086426371
432	0.1085581541
433	0.1085220326
434	0.1084668674
435	0.1083523381
436	0.108319489
437	0.1082603403
438	0.1082200994
439	0.1081911229
440	0.108125916
441	0.1080877456
442	0.1080518272
443	0.1080150228
444	0.1080023344
445	0.1079413326
446	0.1078114935
447	0.1077854458
448	0.1077316092
449	0.1077010582
450	0.1076295657
451	0.1075712122
452	0.1075516819
453	0.1074779281
454	0.107444732
455	0.1074103625
456	0.1073478136
457	0.1073039124
458	0.107216311
459	0.1071807518
460	0.1071322912
461	0.1071088984
462	0.1070453677
463	0.1070255894
464	0.1069427414
465	0.1069240418
466	0.1068470162
467	0.1068370549
468	0.1067878874
469	0.1067243726
470	0.1066036597
471	0.1065022378
472	0.1064206647
473	0.1063685152
474	0.1063333598
475	0.1062847943
476	0.106206423
477	0.1061886033
478	0.1061243901
479	0.1060683846
480	0.1060088952
481	0.1059328516
482	0.105893508
483	0.1058470876
484	0.1058165199
485	0.105770353
486	0.1057415203
487	0.1057116028
488	0.1056472572
489	0.1056210382
490	0.1055354316
491	0.1055095665
492	0.1054763582
493	0.105452874
494	0.1054046556
495	0.1053574019
496	0.1053250985
497	0.1052651231
498	0.105238238
499	0.1052151951
500	0.105200588
501	0.1051399974
502	0.1050845632
503	0.1050610733
504	0.1050262689
505	0.1049828139
506	0.1049223968
507	0.1048540366
508	0.1048034912
509	0.1047052166
510	0.1046724114
511	0.1046216589
512	0.1046064649
513	0.104578317
514	0.1045367403
515	0.1044962048
516	0.1044718817
517	0.1044527256
518	0.1043895943
519	0.1043197052
520	0.1042558248
521	0.1042200528
522	0.1041737618
523	0.1041105195
524	0.1040801464
525	0.1040353342
526	0.1040168981
527	0.1039557975
528	0.1038540784
529	0.1038049994
530	0.1037829004
531	0.1037415678
532	0.1036881814
533	0.1036455281
534	0.1036142621
535	0.1035771841
536	0.1035324802
537	0.1035147024
538	0.1034019594
539	0.103342175
540	0.1033229433
541	0.1033125992
542	0.1032843225
543	0.1032314577
544	0.1031679655
545	0.1031347476
546	0.1030810161
547	0.1030588821
548	0.1030101063
549	0.1029617639
550	0.1029094188
551	0.1028688228
552	0.1028511442
553	0.1027966638
554	0.1027408021
555	0.10271325
556	0.1026374617
557	0.1026235153
558	0.1026146247
559	0.1026032254
560	0.1025090056
561	0.1024645059
562	0.1024077612
563	0.1023133958
564	0.10227185
565	0.1022313626
566	0.1022007353
567	0.1021403179
568	0.1020977006
569	0.1020499502
570	0.1020263944
571	0.1019985796
572	0.1019803678
573	0.1019571569
574	0.1018939195
575	0.1018538765
576	0.1018173763
577	0.1017584217
578	0.1016906891
579	0.1016754539
580	0.1016093935
581	0.1015898831
582	0.1015310337
583	0.1014909052
584	0.101463137
585	0.101416691
586	0.1013870728
587	0.1013620618
588	0.1012721529
589	0.1012305014
590	0.1012075082
591	0.1011726962
592	0.1011491237
593	0.1011273496
594	0.1010790307
595	0.1010501984
596	0.1010067426
597	0.1009720848
598	0.1009283312
599	0.1009089473
600	0.1008742636
601	0.1008527687
602	0.1008257721
603	0.100799933
604	0.1007224998
605	0.1006718429
606	0.1006286351
607	0.1005966816
608	0.1005750826
609	0.1004975522
610	0.1004491389
611	0.1004298535
612	0.1003669017
613	0.1003239212
614	0.1003146393
615	0.1002987949
616	0.1002874765
617	0.1002438294
618	0.1001864072
619	0.1001261688
620	0.1000815098
621	0.1000365858
622	0.1000214762
623	0.09998945551
624	0.09996004451
625	0.09991740103
626	0.09987203867
627	0.09984437832
628	0.09980822406
629	0.09977910379
630	0.09972137968
631	0.09968821957
632	0.09961652565
633	0.09958348222
634	0.09956368665
635	0.09950743133
636	0.09946837847
637	0.09936079406
638	0.09933318312
639	0.09928221525
640	0.0992663157
641	0.09926363039
642	0.0992555129
643	0.09919051348
644	0.09906486758
645	0.099019605
646	0.09897661831
647	0.09894210941
648	0.09891819696
649	0.09889510069
650	0.09887595445
651	0.09883145376
652	0.09879616385
653	0.09877392486
654	0.09873761163
655	0.09871189161
656	0.09863697471
657	0.09862207584
658	0.09861200661
659	0.09859851739
660	0.09852249605
661	0.09848283454
662	0.09840654168
663	0.09838171634
664	0.09833330901
665	0.09830234562
666	0.098240678
667	0.09819710203
668	0.09816052874
669	0.09811598175
670	0.09808449188
671	0.09797285859
672	0.09793299344
673	0.09790057323
674	0.09786078627
675	0.0978145957
676	0.09780542919
677	0.09778509386
678	0.09777521906
679	0.0977435279
680	0.09769292764
681	0.09767037028
682	0.09761060131
683	0.09759512967
684	0.09758058046
685	0.09753859254
686	0.09749148899
687	0.09748432308
688	0.09747034326
689	0.09745540025
690	0.09740147862
691	0.09733384226
692	0.09729521625
693	0.09726593553
694	0.09723767278
695	0.09722788502
696	0.09722133282
697	0.09719091296
698	0.09718139241
699	0.09715561681
700	0.09714016631
701	0.09713252558
702	0.0970978566
703	0.0970653887
704	0.09702460979
705	0.09701681681
706	0.09699248883
707	0.09694834035
708	0.09690522671
709	0.09688311745
710	0.09685749645
711	0.09682311922
712	0.09678175813
713	0.09673247474
714	0.09670682662
715	0.09667081953
716	0.09664657947
717	0.09662022491
718	0.09658985517
719	0.09655436605
720	0.09648304666
721	0.09642991269
722	0.09636202994
723	0.09633811878
724	0.096312862
725	0.09627366906
726	0.09623911296
727	0.09620079496
728	0.09618773837
729	0.09613873467
730	0.09604253663
731	0.09601522644
732	0.09597952965
733	0.09595816684
734	0.09591983078
735	0.09585109706
736	0.09583120856
737	0.09578819589
738	0.09574523446
739	0.09573612968
740	0.09571952443
741	0.09566865864
742	0.09562298979
743	0.09555752819
744	0.09552026284
745	0.09548811085
746	0.09545977653
747	0.09538880821
748	0.09535214684
749	0.09533785096
750	0.0953014561
751	0.09527114548
752	0.09524646021
753	0.0952317061
754	0.09520650982
755	0.09519031691
756	0.0951315747
757	0.09510985104
758	0.09507465277
759	0.09504442747
760	0.09500821508
761	0.09496482
762	0.09494662645
763	0.09492231762
764	0.0948900811
765	0.09486497466
766	0.09481254776
767	0.09479030064
768	0.09475892439
769	0.09471911657
770	0.0947079118
771	0.09469545925
772	0.09467250271
773	0.09462614893
774	0.09458082818
775	0.09454950342
776	0.09452448022
777	0.09449964121
778	0.09442079218
779	0.09440220513
780	0.09438652498
781	0.0943734635
782	0.09434634959
783	0.09429024518
784	0.09424605921
785	0.09420017516
786	0.09412662795
787	0.09409279679
788	0.09406396523
789	0.09404751517
790	0.09399641041
791	0.09396872465
792	0.09394571448
793	0.09392615535
794	0.09390545471
795	0.09387816799
796	0.09385278268
797	0.09383429461
798	0.09373666626
799	0.09370259438
800	0.09365775047
801	0.09364441331
802	0.09363039703
803	0.09361355401
804	0.0935954165
805	0.09358067016
806	0.093550575
807	0.09352533304
808	0.09349194601
809	0.09343666236
810	0.09339945658
811	0.09336931211
812	0.09332992705
813	0.09330491587
814	0.09328960464
815	0.09325103302
816	0.09324144328
817	0.09321269668
818	0.0931855834
819	0.09315906273
820	0.09312721059
821	0.09311388686
822	0.09309910095
823	0.093088343
824	0.09304675867
825	0.09303473332
826	0.09301980504
827	0.09297275845
828	0.09296570908
829	0.09293042922
830	0.0928869858
831	0.09285586404
832	0.09283806961
833	0.09281302128
834	0.09278431479
835	0.0927694724
836	0.09273074203
837	0.09266009056
838	0.09264669164
839	0.09262494292
840	0.09259951269
841	0.09258840194
842	0.09257723431
843	0.09257347864
844	0.09256133017
845	0.09254465701
846	0.09252724481
847	0.09251651861
848	0.09250866766
849	0.09247715269
850	0.09243752589
851	0.09241171441
852	0.09239440186
853	0.09236878014
854	0.09231644063
855	0.09229708017
856	0.09224360887
857	0.09220830423
858	0.0921842434
859	0.09216905242
860	0.09214067497
861	0.09206492407
862	0.09203849504
863	0.09199525564
864	0.09198453232
865	0.09191658474
866	0.09190249297
867	0.09181951537
868	0.09179109424
869	0.09177179836
870	0.09176374952
871	0.09172182037
872	0.09168094255
873	0.09165012982
874	0.09159659964
875	0.09157148426
876	0.09151702089
877	0.09147638528
878	0.09145225062
879	0.09144037517
880	0.09141619006
881	0.09138900553
882	0.09134256126
883	0.09129959896
884	0.09127680212
885	0.09126384232
886	0.09123106653
887	0.09120845946
888	0.0911878238
889	0.09117618816
890	0.09112151408
891	0.091073703
892	0.09106067459
893	0.09103353096
894	0.09099347336
895	0.09097441318
896	0.09093479067
897	0.09093199882
898	0.09085229665
899	0.09080956887
900	0.09077221904
901	0.09074060501
902	0.09071326845
903	0.09067548917
904	0.09064533871
905	0.0906234251
906	0.09058432074
907	0.09055621768
908	0.0905245338
909	0.0904770678
910	0.09045981717
911	0.09045366406
912	0.09042901536
913	0.09041601916
914	0.09038996064
915	0.09034247351
916	0.09032476753
917	0.09029586449
918	0.09026914336
919	0.09022996686
920	0.09019785004
921	0.09016946493
922	0.09013632305
923	0.09008393665
924	0.09007598565
925	0.09004605432
926	0.09000586935
927	0.08993068272
928	0.08990127137
929	0.08988062676
930	0.08985231967
931	0.08981929593
932	0.08980500631
933	0.08977984157
934	0.08974916332
935	0.08971008282
936	0.08966466131
937	0.08962429335
938	0.08960158942
939	0.08957104317
940	0.0895292518
941	0.08950465527
942	0.08946956091
943	0.08945129093
944	0.08942396613
945	0.08941428217
946	0.08938757855
947	0.08936275932
948	0.08934612787
949	0.0893130384
950	0.08929148715
951	0.08924466402
952	0.08923172351
953	0.08921250504
954	0.08917175348
955	0.08914311749
956	0.08910765502
957	0.08909804703
958	0.08907642438
959	0.08906265094
960	0.08905409615
961	0.08900749803
962	0.08897176448
963	0.08894131201
964	0.08889633181
965	0.08885430251
966	0.08880350976
967	0.08879637685
968	0.08876640204
969	0.08874359284
970	0.08871887005
971	0.08869176814
972	0.08865478652
973	0.08862337914
974	0.08858196611
975	0.08854734685
976	0.08851448497
977	0.08848070931
978	0.08845990714
979	0.08842347084
980	0.08839645642
981	0.08837571238
982	0.08833128376
983	0.08829617921
984	0.08827564001
985	0.0882416022
986	0.08822681981
987	0.08821690311
988	0.08818763889
989	0.08813897616
990	0.08810108394
991	0.08808311072
992	0.0880532641
993	0.08804575576
994	0.0880306307
995	0.08802588922
996	0.08801446806
997	0.08800760614
998	0.08797879988
999	0.0879346143
